Colindale,521295,189937,51.5952301089407,-0.250287540071135,"4",NW9 5HR
Colliers Wood,526831,170436,51.4187588995297,-0.177415098049605,"3",SW19 2HR
Coombe Lane,535201,164089,51.3597892144862,-0.059531571121806,"3,4,5,6",CR0 5RF
Coulsdon South,529869,159056,51.3158007205295,-0.137903089182717,"6",CR5 3EA
Coulsdon Town,530098,159802,51.3224527354539,-0.134347056240208,"6",CR5 2JA
Covent Garden,530242,180982,51.5127600335322,-0.124506893736966,"1",WC2E 9JT
Crayford,551479,174424,51.4485470522551,0.178502718160404,"6",DA1 3PY
Crews Hill,530973,200109,51.6844744388101,-0.106844100099287,"6",EN2 8AY
Cricklewood,524009,185907,51.5584223230619,-0.212547931476767,"3",NW2 1HL
Crofton Park,536517,174739,51.4551792350413,-0.0365465817645417,"3",SE4 2RA
Crossharbour and London Arena,537896,179301,51.4958399574051,-0.0149328130902497,"2",E14 8AD
Crouch Hill,530586,187508,51.5713269083676,-0.117133284097602,"3",N4 4AU
Croxley,507921,195395,51.6470045601111,-0.441603786877926,"7",WD3 3DY
Crystal Palace,534120,170557,51.4181702351678,-0.0726072324587528,"3,4",SE19 2AZ
Custom House,540679,180911,51.5096221016304,0.0257725103052806,"3",E16 3BX
Cutty Sark for Maritime Greenwich,538240,177764,51.4819444532296,-0.0105818667236087,"2",SE10 9SW
Cyprus,543324,180863,51.508526688501,0.0638407560748753,"3",E6 5PH
Dagenham Dock,548900,183000,51.5262874370821,0.145031015288525,"5",RM9 6RA
Dagenham East,550284,185033,51.5441876132896,0.165833433309167,"5",RM10 8AA
Dagenham Heathway,549035,184665,51.5412120355014,0.147679721474003,"5",RM9 5AN
Dalston Junction,533580,184778,51.5460935954785,-0.0749942044988175,"2",E8 3DL
Dalston Kingsland,533487,185062,51.5486676960656,-0.0762269216179968,"2",E8 2JS
Debden,544275,196133,51.6454921415259,0.0838014752563246,"6",IG10 3TG
Denmark Hill,532697,176087,51.4682004929251,-0.090987869102917,"2",SE5 8BB
Deptford,537165,177395,51.4788900433175,-0.0261963195339123,"2",SE8 3NU
Deptford Bridge,537466,176912,51.4744767383948,-0.0220524287742926,"2,3",SE10 8BU
Devons Road,537603,182233,51.522258440743,-0.0180077541751607,"2",E3 3QX
Dollis Hill,522207,185132,51.5518502022743,-0.238797758364758,"3",NW10 5NB
Drayton Green,516002,180998,51.5160041380154,-0.3296112533787,"4",W13 0JX
Drayton Park,531426,185499,51.5530781363832,-0.105770199103468,"2",N5 1NT
Dundonald Road,524741,170233,51.4173978091245,-0.20752711020077,"3,4,5,6",SW19 3QJ
Ealing Broadway,517920,180915,51.5148614827794,-0.302010376133626,"3",W5 2NU
Ealing Common,518963,180426,51.5102481879337,-0.287151413105322,"3",W5 3LD
Earls Court,525457,178480,51.4913563561976,-0.194313807095143,"1,2",SW5 9QA
Earlsfield,526081,173030,51.44223850305,-0.187272686543178,"3",SW18 4SW
East Acton,521656,181159,51.5162630104536,-0.248112221281314,"2",W12 0BP
East Croydon,532904,165801,51.3757159539063,-0.0918634955366216,"5",CR0 1LF
East Dulwich,533449,175375,51.4616254536404,-0.0804365711324548,"2",SE22 8EF
East Finchley,527242,189204,51.5873322776344,-0.16474388444672,"3",N2 0NW
East Ham,542373,184255,51.5392462519437,0.0515162934805762,"3,4",E6 2JA
East India,538729,180753,51.5086840050616,-0.00237033154899331,"2,3",E14 9PS
East Putney,524387,174840,51.4588794403538,-0.210998231595942,"2,3",SW15 6SN
Eastcote,511191,187627,51.5765511761409,-0.396823290149802,"5",HA5 1QZ
Eden Park,537396,167598,51.390796061855,-0.0266697155140848,"5",BR3 3HQ
Edgware,519527,192009,51.6142291745151,-0.275093662061706,"5",HA8 7AW
Edgware Road (Bakerloo),527026,181778,51.5206450845361,-0.17053954989974,"1",W2 1DY
Edgware Road (Circle/District/Hammersmith and City),527227,181711,51.5199977710934,-0.167668252651179,"1",NW1 5DH
Edmonton Green,534273,193590,51.6251156043645,-0.0616390192351294,"4",N9 9DX
Elephant and Castle,531940,179144,51.4958492200292,-0.100738714256282,"1,2",SE1 6LW
Elm Park,552446,185647,51.5491249099079,0.197252684283427,"6",RM12 4RW
Elmers End,535788,168389,51.3982910301625,-0.0494638321399584,"4",BR3 4EJ
Elmstead Woods,542247,170656,51.4170807066345,0.0442293428430611,"4",BR7 5EW
Elstree and Borehamwood,519098,196299,51.6528751208461,-0.279828614916371,"6",WD6 3LS
Eltham,542690,174962,51.4556623092267,0.0523293078984464,"4",SE9 6UB
Elverson Road,537848,176243,51.4683721650385,-0.016816376196184,"2,3",SE8 4LA
Embankment,530406,180380,51.5073122969468,-0.12236733566212,"1",WC2N 6NS
Emerson Park,553971,187918,51.5691152721953,0.220222937199811,"6",RM11 2JR
Enfield Chase,532181,196607,51.6527219654472,-0.0907042050119525,"5",EN2 7AA
Enfield Lock,536437,198737,51.6708460782566,-0.0283910700615031,"6",EN3 6BW
Enfield Town,532970,196544,51.6519699451537,-0.0793299217281958,"5",EN1 1YB
Epping,546197,201552,51.693686354978,0.113825553514212,"6",CM16 4HW
Epsom Downs,522805,159756,51.3236590493812,-0.238970223459662,"6",KT17 4JX
Erith,551075,178096,51.4816479632343,0.174261291026815,"6",DA8 1TY
Essex Road,532114,184132,51.5406331556661,-0.0963655253611019,"2",N1 2SU
Euston,529587,182735,51.528664114832,-0.133296470819151,"1",NW1 2DU
Euston Square,529587,182735,51.528664114832,-0.133296470819151,"1",NW1 2BN
Ewell East,522571,162152,51.3452434826631,-0.241502997980425,"6",KT17 1QR
Ewell West,521473,162654,51.3499907230587,-0.257089129197642,"6",KT17 1TU
Fairlop,544902,190655,51.5961096941749,0.0905932799159299,"4",IG6 3HD
Falconwood,544498,175394,51.45908592772,0.0785096933805763,"4",SE9 2RN
Farringdon,531585,181844,51.5201955191978,-0.104843061316764,"1",EC1M 6BY
Feltham,510601,173298,51.447878503887,-0.409824471157644,"6",TW13 4BY
Fenchurch Street,533434,180932,51.5115665798508,-0.0785541524539052,"1",EC3M 4AJ
Fieldway,537665,163212,51.3513169697067,-0.0245032653332691,"3,4,5,6",CR0 0QA
Finchley Central,525232,190664,51.6009029368564,-0.193220634711658,"4",N3 2RY
Finchley Road,526293,184703,51.5470959064344,-0.180050558632494,"2",NW6 3BS
Finchley Road and Frognal,526035,185033,51.5501192001129,-0.183651200694972,"2",NW3 5HT
Finsbury Park,531385,186784,51.5646352748414,-0.105881485528902,"2",N4 3JU
Forest Gate,540447,185322,51.5493161610842,0.0241890915432563,"3",E7 0QH
Forest Hill,535398,172943,51.4393082276003,-0.0533285042533909,"3",SE23 3HD
Fulham Broadway,525402,177244,51.4802605857463,-0.195544161527897,"2",SW6 1BY
Fulwell,514832,171841,51.4339419952057,-0.349438517646736,"6",TW2 5NY
Gallions Reach,543873,180935,51.5090342602489,0.0717753947300296,"3",E6 6FZ
Gants Hill,543266,188432,51.5765530629417,0.0660840980631794,"4",IG2 6UD
George Street,532432,165594,51.3739658975768,-0.098718104657481,"3,4,5,6",CRO 1LA
Gidea Park,552941,189306,51.5818660866497,0.205976983126467,"6",RM2 6BX
Gipsy Hill,533321,171237,51.4244693878982,-0.0838351671131961,"3",SE19 1PL
Gloucester Road,526196,178848,51.4944992596252,-0.183543557571591,"1",SW7 4SF
Golders Green,525199,187471,51.5722152168504,-0.194834556938263,"3",NW11 7RN
Goldhawk Road,523131,179616,51.5020765966368,-0.227404003248823,"2",W12 8EG
Goodge Street,529505,181837,51.5206128912698,-0.134807689114727,"1",W1T 2HF
Goodmayes,546462,187369,51.5661811680319,0.11172965502875,"4",IG3 9UH
Gordon Hill,531889,197799,51.663502085545,-0.0944732992729422,"5",EN2 0QU
Gospel Oak,528263,185677,51.5554050480654,-0.151301031245207,"2",NW5 1LT
Grange Hill,544963,192590,51.6134805793354,0.0922725301686921,"4",IG7 5QB
Grange Park,531753,195472,51.6426229206485,-0.0973144232582473,"5",N21 1RE
Gravel Hill,536359,163536,51.3545431872964,-0.0431216986501781,"3,4,5,6",CR0 5BJ
Great Portland Street,528861,182174,51.5237885627179,-0.14396142408109,"1",W1W 5PP
Green Park,529012,180283,51.5067602537146,-0.142477574422533,"1",W1J 7BX
Greenford,514808,183861,51.5419795070146,-0.345878733131022,"4",UB6 8PR
Greenwich,537956,177267,51.4775476425343,-0.0148630836027375,"2,3",SE10 8JQ
Grove Park,540702,172099,51.4304326833948,0.0225985021902339,"4",SE12 0PW
Gunnersbury,519843,178401,51.4918629632299,-0.27516413141625,"3",W4 5RP
Hackbridge,528582,165929,51.3778606498357,-0.153879196850358,"4",SM6 7BJ
Hackney Central,534922,184943,51.5472573565926,-0.055589511802495,"2",E8 1LL
Hackney Downs,534598,185137,51.5490779892583,-0.0601851048568028,"2",E8 1LA
Hackney Wick,537036,184588,51.5435583677805,-0.0252595027702909,"2",E9 5ER
Hadley Wood,526197,198199,51.6684025848229,-0.176581187835387,"6",EN4 0EJ
Haggerston,533560,183953,51.5386846090133,-0.0755952577608923,"2",E8 4DY
Hainault,545124,191411,51.6028454837523,0.0941085508301525,"4",IG6 3BD
Hammersmith (District),523474,178483,51.4918194135572,-0.222860925885304,"2",W6 9YA
Hammersmith (Met.),523346,178665,51.4934829866877,-0.224640154500701,"2",W6 0ED
Hampstead,526408,185757,51.5565423064487,-0.17801455810845,"2",NW3 1QG
Hampstead Heath,527344,185631,51.555199657702,-0.164566181677572,"3",NW3 2QD
Hampton,513299,169797,51.4158789449537,-0.372135245669055,"6",TW12 2HU
Hampton Court,515376,168332,51.4022933180495,-0.342757145306569,"6",KT8 9AE
Hampton Wick,517407,169752,51.4146395316062,-0.313103603949313,"6",KT1 4DQ
Hanger Lane,518506,182621,51.5300715563412,-0.292996140557165,"3",W5 1DL
Hanwell,515426,180560,51.512185406676,-0.338051877786331,"4",W7 3EB
Harlesden,520952,183367,51.5362579086204,-0.257495670377017,"3",NW10 8UT
Harold Wood,554858,190626,51.5932026039305,0.234204076658373,"6",RM3 0BL
Harringay,531395,188200,51.5773577397801,-0.10520825191282,"3",N4 1RW
Harringay Green Lanes,531880,188189,51.5771457347569,-0.0982173912207183,"3",N4 2NU
Harrington Road,535002,168535,51.3997904749146,-0.0606999543468706,"3,4,5,6",SE25 4NF
Harrow and Wealdstone,515486,189508,51.5925940880877,-0.334252678574127,"5",HA3 7RF
Harrow-on-the-Hill,515329,188035,51.5793875695421,-0.337001510706096,"5",HA1 1BB
Hatch End,513024,191370,51.6098279022449,-0.369178773032179,"6",HA5 5LZ
Hatton Cross,509614,175369,51.466684612991,-0.423380552969979,"5,6",TW6 3PF
Haydons Road,526012,171161,51.4254570111129,-0.188929357279552,"3",SW19 8SL
Hayes,540003,165993,51.3757367261143,0.0101426524706988,"5",BR2 7EN
Hayes and Harlington,509717,179417,51.5030483879841,-0.420641893287757,"5",UB3 4BX
Headstone Lane,513892,190574,51.6024990445584,-0.356907506957421,"5",HA2 6NB
Heathrow Terminal 4,507939,174565,51.4597796985324,-0.447729578266073,"6",TW6 3AA
Heathrow Terminal 5,504934,175642,51.470024624464,-0.490647489124247,"6",TW6 2GA
Heathrow Terminals 1 2 3,507587,175838,51.4712886619133,-0.45240721364932,"6",TW6 1EB
Hendon,522143,188271,51.5800745951426,-0.238630517291968,"3,4",NW4 4PT
Hendon Central,522959,188631,51.5831326781621,-0.226734137100088,"3,4",NW4 3AS
Herne Hill,531934,174486,51.4539912042704,-0.102562907707251,"2,3",SE24 0JW
Heron Quays,537386,180127,51.5033865355316,-0.0219535320363096,"2",E14 4JH
High Barnet,525027,196310,51.6516879382667,-0.194165377979615,"5",EN5 5RP
High Street Kensington,525622,179527,51.5007291341687,-0.191566055496419,"1",W8 5SA
Highams Park,538581,191841,51.6083559959638,-0.000135285919528802,"4",E4 9LA
Highbury and Islington,531562,184770,51.54649533885,-0.104082139239353,"2",N1 1SE
Highgate,528503,188158,51.5776463793385,-0.146934860933741,"3",N6 5BH
Hillingdon,507567,185015,51.5537767817637,-0.449897981623021,"6",UB10 9NR
Hither Green,538997,174497,51.4524017232365,-0.000970912324543807,"3",SE13 5NF
Holborn,530553,181488,51.5172355413957,-0.119840506602937,"1",WC2B 6AA
Holland Park,524564,180215,51.5071461481404,-0.206557775412328,"2",W11 3RB
Holloway Road,530930,185457,51.5528159210644,-0.11293569621686,"2",N7 8HS
Homerton,536108,184901,51.5465953861965,-0.0385123470211163,"2",E9 5SD
Honor Oak Park,536002,174221,51.4506481710405,-0.0441531210321066,"3",SE23 3LE
Hornchurch,553931,186274,51.55435547079,0.218926999411176,"6",RM12 6LS
Hornsey,530911,189202,51.5864746710952,-0.11181563739976,"3",N8 8SE
Hounslow,513902,174998,51.4625042272728,-0.361796248390842,"5",TW3 3DL
Hounslow Central,513592,175928,51.4709251687999,-0.36595812136688,"4",TW3 1JG
Hounslow East,514327,176254,51.4737073148075,-0.355275314498969,"4",TW3 4AB
Hounslow West,512215,176140,51.4731050863714,-0.385707619977202,"5",TW3 3DH
Hoxton,533582,183142,51.5313914913672,-0.0755856468761882,"1,2",E2 8HR
Hyde Park Corner,528330,179801,51.5025837655421,-0.152474112631868,"1",SW1X 7LY
Ickenham,508127,185811,51.560824332912,-0.441579501268799,"6",UB10 8PD
Ilford,543501,186501,51.5591423566676,0.0686851911807607,"4",IG1 4DU
Imperial Wharf,526299,176674,51.4749386300301,-0.182837502801637,"2",SW6 2HA
Island Gardens,538228,178432,51.4879500735802,-0.0104933031301963,"2",E14 3FA
Isleworth,515570,176430,51.475036873487,-0.337328758459813,"4",TW7 4BX
Iver,503729,179898,51.508501301636,-0.506740418939111,"",SL0 9AU
Kenley,532400,160100,51.3246001489774,-0.101219712172033,"6",CR8 5JA
Kennington,531660,178337,51.4886622888157,-0.105070612774,"2",SE11 4JQ
Kensal Green,523241,182784,51.5305238487188,-0.224713381138044,"2",NW10 5JT
Kensal Rise,523501,183201,51.5342147055381,-0.220820975825494,"2",NW10 3NT
Kensington (Olympia),524324,179178,51.4978793571258,-0.210379239767882,"2",W14 0NE
Kent House,535999,170000,51.4127175867398,-0.0458155530612076,"4",BR3 1JF
Kentish Town,529029,185096,51.5500092942818,-0.140471262700526,"2",NW5 2AA
Kentish Town West,528603,184700,51.5465477318151,-0.146756408622474,"2",NW5 3LD
Kenton,516833,188304,51.5814957703514,-0.315216860826321,"4",HA3 0XS
Kew Bridge,518898,178172,51.4900041453257,-0.288846489888672,"3",TW8 0EF
Kew Gardens,519173,176708,51.4767886712304,-0.285381006676174,"3,4",TW9 3PZ
Kidbrooke,540999,175697,51.46269023697,0.028300239185478,"3",SE3 9NF
Kilburn,524589,184644,51.546944102866,-0.204632716699255,"2",NW6 7QL
Kilburn High Road,525553,183591,51.5372674307247,-0.191113103613429,"2",NW6 7QL
Kilburn Park,525361,183349,51.5351352218434,-0.193966054939706,"2",NW6 5AD
King George V,543231,180135,51.5020087119328,0.0622062141092917,"3",E16 2JF
King Henry's Drive,537978,162558,51.3453640669913,-0.0202647574245281,"3,4,5,6",CR0 0LH
King's Cross,530312,182991,51.5307979924803,-0.122756420526631,"1",N1 9AL
Kings Cross St. Pancras,530236,182935,51.5303122619463,-0.123872128687034,"1",N1 9AL
Kingsbury,519361,188739,51.5848760634912,-0.278601603713172,"4",NW9 9EG
Kingston,518244,169549,51.4126412731401,-0.301141034921329,"6",KT1 1UJ
Kingswood,524816,156585,51.2947227949647,-0.21123322352396,"6",KT20 6EN
Knightsbridge,527765,179650,51.5013546370189,-0.160664484622809,"1",SW3 1ED
Knockholt,548499,162896,51.3457521565349,0.13083103983432,"6",TN14 7HR
Ladbroke Grove,524284,181328,51.5172103317528,-0.210198169891793,"2",W10 6HJ
Ladywell,537716,174884,51.4561921061853,-0.0192444011254866,"3",SE13 7XB
Lambeth North,531165,179489,51.4991297653886,-0.111768260460206,"1",SE1 7XG
Lancaster Gate,526711,180796,51.5118906583283,-0.175429926789792,"1",W2 4QH
Langdon Park,537807,181863,51.5188839160837,-0.0152137989477048,"2",E14 6NW
Langley,501299,179800,51.5080607734654,-0.541770556061928,"",SL3 6DB
Latimer Road,523789,180954,51.5139577448775,-0.217459663317242,"2",W10 6SZ
Lea Bridge,536175,187133,51.5666362038515,-0.0366831576627724,"3",E10 7PG
Lebanon Road,533385,165756,51.3751988602505,-0.0849736487598167,"3,4,5,6",CR0 6SF
Lee,540002,174197,51.4494585444425,0.0133646923821205,"3",SE12 9JG
Leicester Square,529987,180812,51.5112909741717,-0.128242146629807,"1",WC2H 0AP
Lewisham,538163,175863,51.4648806955123,-0.0124327008980092,"2,3",SE13 7RY
Leyton,538295,186244,51.5581322623127,-0.00646533158060304,"3",E10 5PS
